Unnamed: 0,Source,Datetime,Username,Review,Region,Sentiment
622,playstore,2022-04-23 20:21:22,MHD FIRAS,very bad after downloading not open the app ask for update to continue if u press update nothing will happen i will remove,,negative
623,playstore,2022-04-23 19:16:11,ujagir yadav,nice,,positive
624,playstore,2022-04-23 18:57:20,assam_agarwood,every week telling to update app,,negative
625,playstore,2022-04-23 18:38:55,akhil anilk,every 2 hour app getting update and can t use it to transfer due to that update not showing in store but app saying to update,,negative
626,playstore,2022-04-23 18:36:18,ashraf ali,worst app,,negative
627,playstore,2022-04-23 18:00:34,Omar Al Karra,not good is they don t care about customer service and try to make me remove the review,,positive
628,playstore,2022-04-23 17:38:06,joseph gitau,what s happening with this update i can t access the app and it can t update,,negative
629,playstore,2022-04-23 15:58:04,Ssentongo Issa,please fix the issue of update bse if you try to update the app it still pops up the open function on play store insted of update,,negative
630,playstore,2022-04-23 15:40:44,VALERIE NIH SIMSION,this app is good but sometimes i open it asks to update of which the app is already up to date this is really annoying because it doesn t let you do anything,,negative
631,playstore,2022-04-23 15:35:27,Caroline Sila,excellent,,positive
632,playstore,2022-04-23 15:31:58,Abdulla Nidal,doesn t let you actually own an account just sit in queue 6 month update i m out of the queue but no active account because they ll tell me when it s ready ,,negative
633,playstore,2022-04-23 14:03:15,Noitrex,only for arab emirates,,positive
634,playstore,2022-04-23 13:20:34,Manan Khan,world worst app and bank,,negative
635,playstore,2022-04-22 15:41:57,Atif Khan,very slow and bad customer service all they say is we are sorry for the inconveniences but they solve nothing after months they call us back for feedback,,negative
636,playstore,2022-04-22 13:35:00,Raica Silvano,not recommended i already got my card but it s useless coz i coudnt top up using the other bank better look for another online bank application this app is terrible,,negative
637,playstore,2022-04-22 02:40:24,Siham Abuzaheya,this is the bad app i ever seen every time update your information and it is stopped working again i send you email and not responding to my email bad experience,,negative
638,playstore,2022-04-22 02:03:06,Imran Bloch,install the app and registered but unable to scan emirates id when it scan phone getting hang not able to open bank account,,negative
639,playstore,2022-04-21 22:08:25,Nabeel Sh,slow processing of card after delivery,,negative
640,playstore,2022-04-21 07:25:18,Philip Mensah,is cool,,positive
641,playstore,2022-04-21 05:59:05,workof uni,improve the emirates id verification process i tried a lot of times but couldn t make it finally i am going to uninstall this app,,negative
642,playstore,2022-04-21 00:10:35,dhiaeddine ati,usless fix the id verification step,,negative
643,playstore,2022-04-20 22:10:18,Music Word,unable to open account when i upload my emirates id it gets stuck once it when further and gave error bplz upload documents,,negative
644,playstore,2022-04-20 09:56:36,Mahmoud Ahmed,not recommend at all,,negative
645,playstore,2022-04-20 01:46:52,Rashad Alami,dear guys this is a spam bank no working systems no profit no costumer services reply then at the end if you wanna close ur account they gonna ask you for 100 aed please tell me for what service i need to pay a 100 aed becareful from them,,negative
646,playstore,2022-04-20 01:01:36,John Traver Ssali,i can t get past the scan emirates id so what s the point really hence the 2 stars,,negative
647,playstore,2022-04-19 20:22:08,ʀᴏᴄᴋʏ ᴍᴀɴᴛʟᴇ,good app solved all problame,,positive
648,playstore,2022-04-19 17:56:42,JULIUS KITYO,good and fast,,positive
649,playstore,2022-04-19 16:41:53,Angaar Jutt Saad,why cute 2 10 dh every time i also use rakbank atm machine,,negative
650,playstore,2022-04-19 16:37:07,ijaz ahmad,best app,,positive
651,playstore,2022-04-19 13:59:25,Dedeye AleX,not open app what is the problme of this app,,negative
652,playstore,2022-04-19 05:34:18,Malik Sarfraz,it s really great love this,,positive
653,playstore,2022-04-19 02:16:27,Yasin Kamal,cannot add card details in top up section,,negative
654,playstore,2022-04-19 00:10:27,Pinky Micabalo,great,,positive
655,playstore,2022-04-18 17:21:13,Bhimsingh Shob,hi team yap now i open my account almost going to 6 month still not any updates only asking documents and calling customer support as well still not solved problem is this only me or everyone guys i am so sad about yap service very badly  experience,,negative
656,playstore,2022-04-18 16:48:01,mr gamer,every single day there is an update,,negative
657,playstore,2022-04-18 14:21:41,Rajab ali,good sarvice,,positive
658,playstore,2022-04-18 13:12:11,Mahid Ahmed,not good this yap account,,negative
659,playstore,2022-04-18 12:10:49,Thomas Nweah,how can l update my app yap account can t login ls this also problem,,negative
660,playstore,2022-04-18 06:15:56,Shujat Haidar,worst service ever more than 2 minths my card is not been activated,,negative
661,playstore,2022-04-18 03:57:57,Coca Cola Partner,why i am everyday update my application why they need everyday update,,negative
662,playstore,2022-04-18 01:57:27,Mohamed Borbor Bah,perfect application easy to use,,positive
663,playstore,2022-04-18 01:53:35,AAMIR Akther,i just love it ,,positive
664,playstore,2022-04-18 01:08:27,multi work,app stuck,,negative
665,playstore,2022-04-18 00:20:26,MD. SHAHEY AKRAM,what problem say update but not a updated in app store,,negative
666,playstore,2022-04-18 00:12:33,Soves Day,i like this app,,negative
667,playstore,2022-04-18 00:08:44,SYED AHMAD ABU BAKR,why cant i continue app say update but thr is no update available on play store,,negative
668,playstore,2022-04-18 00:06:08,EMI video,i received my yap bank card today but the keep saying i should update i even uninstalled and reinstalled but it keep on with thesame message update update update if this app is not fixed i will be force to cancel my account,,negative
669,playstore,2022-04-17 23:54:42,Ali Ashiq,first click on app after downloading and boom update your app from where hence there is no update on play store or apple store i want to open an account with yap but its seems impossible,,negative
670,playstore,2022-04-17 23:49:55,Asmat ullah Asmat ullah,good,,positive
671,playstore,2022-04-17 23:47:37,Rhodel “Babyramz36” Boyonas,thank you,,positive
672,playstore,2022-04-17 23:36:45,Noormah Majeed,very good,,positive
673,playstore,2022-04-17 22:21:49,Ma.Kristina Dela Cruz,whats wrong with the app its telling to update now that i update it it s not opening kindly fix the issue please,,negative
674,playstore,2022-04-17 21:29:25,Haris Tanveer,good application,,positive
675,playstore,2022-04-17 20:33:43,Qaisar Abbas,this app working in pakistani sir any idea,,positive
676,playstore,2022-04-17 19:15:31,MOHD EKRAM,average,,negative
677,playstore,2022-04-17 19:09:06,alfred colcoli,how i update my app because i can not open my app,,negative
678,playstore,2022-04-17 18:57:42,Shami Shameen,no good,,positive
679,playstore,2022-04-17 18:03:54,Sardar Wajahat,i am giving 5 star yap is best i got my card and in 4 5 days also my card is active i have some issue in activation but thanks to yap caustomer care service syed they solve issue and now i activate my account 22 apil 2022 still yap is best m using yap last 4 month i have no issue with yap,,negative
680,playstore,2022-04-17 16:29:25,Danyal Rasheed,good,,positive
681,playstore,2022-04-17 15:57:56,Waxim Uddin,good,,positive
682,playstore,2022-04-17 15:19:27,ilove music,good,,positive
683,playstore,2022-04-17 15:13:56,Joseph Blessing Fornah,satisfied yap is the best internet banking service provider ever existed,,positive
684,playstore,2022-04-17 14:56:56,Asif Munwar,good,,positive
685,playstore,2022-04-17 06:06:03,Awais Raza,good work,,positive
686,playstore,2022-04-17 01:55:13,Mohammad Sharfuddin,don t install utter flop service pathetic they can t resolve any issues a simple issue also takes 3 4 months to resolve better go for liv or cbd,,negative
687,playstore,2022-04-16 22:57:45,Kosi makafui agbakpey,excellent,,positive
688,playstore,2022-04-16 19:52:39,Nsoh Gilbert Ndeh,its terrible now my first deposit and the app not opening the app requiring update and update not working please do fix this problem,,negative
689,playstore,2022-04-16 19:14:33,Shumriaz Mubarak Shumriaz Mubarak,very good,,positive
690,playstore,2022-04-16 16:53:54,raja naveed,exellent,,positive
691,playstore,2022-04-16 15:19:52,Hamid Hussain,very good,,positive
692,playstore,2022-04-16 11:29:17,Ryan Perez,if you want to be compromised your account then the yap is the solution very bad service they activate your account instantly and after few months they will notify you that your account freeze and they will ask you all personal information and members of your family they will take all your information and for more than a months the same thing you will experience everytime you will raise a complaint to follow up and the same issue then more than a month they will hung you up and close,,negative
693,playstore,2022-04-16 05:52:50,Hassan Raza,it very good app very nice experience,,positive
694,playstore,2022-04-16 05:17:04,Ad Zeen,nicely,,positive
695,playstore,2022-04-16 04:28:59,edgz06 Gutierrez,i cannot open my app it says need to update when i click update the same thing keep in saying pls update the app ,,negative
696,playstore,2022-04-16 01:30:44,Noufal Noufu,nan,,positive
697,playstore,2022-04-16 01:26:33,Bilawal Khan,nice,,positive
698,playstore,2022-04-16 01:13:41,Charlene Logronio,good,,positive
699,playstore,2022-04-16 00:31:21,Suleman Khan,nice app nice staff and specially ms anita she is very kind active staff member all staff is good nice performance,,positive
700,playstore,2022-04-15 20:28:51,Shah Basharat,every 2 days its asking for update sometimes not updating even at 5g speed,,negative
701,playstore,2022-04-15 20:28:25,Hamza Mughal,better way to a relex life,,positive
702,playstore,2022-04-15 20:26:46,Jubran Akbar Ali,i am not sure,,negative
703,playstore,2022-04-15 19:53:13,MARUTHU PANDIYAN,very great services in uae every one must be use,,positive
704,playstore,2022-04-15 19:26:21,Abood Flymaster,cant enter details in add new card in every field after the first one the keyboard wont show up,,negative
705,playstore,2022-04-15 19:03:48,Akhter Malik,great,,positive
706,playstore,2022-04-15 19:01:51,Rashed Hossen,good,,positive
707,playstore,2022-04-15 18:58:20,Moses Twinomujuni,not sure,,negative
708,playstore,2022-04-15 17:48:54,Pintu hussain,is this very good,,positive
709,playstore,2022-04-15 17:47:19,Shahid Ali,bank account,,negative
710,playstore,2022-04-15 17:11:49,AMJAD ALI,    ,,positive
711,playstore,2022-04-15 17:01:46,Abhysheq Shukla,it s keep on asking to update but no update available and the app not opening,,negative
712,playstore,2022-04-15 16:27:11,Syed Ashraf Ali 1212,amazing,,positive
713,playstore,2022-04-15 16:02:57,Amna Hafsa,good one banking app its a very easy to use and nothing hide on it,,negative
714,playstore,2022-04-15 15:43:17,Hydra Sniper,nice,,positive
