,Source,Datetime,Username,Review,Region
627,playstore,2022-04-18 16:48:01,mr gamer,Every single day there is an update,
628,playstore,2022-04-18 14:21:41,Rajab ali,Good Sarvice,
629,playstore,2022-04-18 13:12:11,Mahid Ahmed,Not good this yap account,
630,playstore,2022-04-18 12:10:49,Thomas Nweah,How can l update my app YAP account can t login ls this also problem,
631,playstore,2022-04-18 06:15:56,Shujat Haidar,worst service ever more than 2 minths my card is not been activated,
632,playstore,2022-04-18 03:57:57,Coca Cola Partner,Why I am everyday update my application why they need everyday update,
633,playstore,2022-04-18 01:57:27,Mohamed Borbor Bah,Perfect Application easy to use,
634,playstore,2022-04-18 01:53:35,AAMIR Akther,I just love it ,
635,playstore,2022-04-18 01:08:27,multi work,App stuck,
636,playstore,2022-04-18 00:20:26,MD. SHAHEY AKRAM,What problem say update but not a updated in app store,
637,playstore,2022-04-18 00:12:33,Soves Day,I like this app,
638,playstore,2022-04-18 00:08:44,SYED AHMAD ABU BAKR,Why cant i continue app say update but thr is no update available on play store,
639,playstore,2022-04-18 00:06:08,EMI video,I received my yap bank card today but the keep saying I should update I even uninstalled and reinstalled but it keep on with thesame message update update update if this app is not fixed I will be force to cancel my account,
640,playstore,2022-04-17 23:54:42,Ali Ashiq,First click on App after downloading and boom update your app from where hence there is no update on Play store or apple store i want to open an account with YAP but its seems impossible,
641,playstore,2022-04-17 23:49:55,Asmat ullah Asmat ullah,Good,
642,playstore,2022-04-17 23:47:37,Rhodel Boyonas,Thank you,
643,playstore,2022-04-17 23:36:45,Noormah Majeed,Very good,
644,playstore,2022-04-17 22:21:49,Ma.Kristina Dela Cruz,Whats wrong with the app its telling to update now that i update it it s not opening kindly fix the issue please,
645,playstore,2022-04-17 21:29:25,Haris Tanveer,Good application,
646,playstore,2022-04-17 20:33:43,Qaisar Abbas,This app working in Pakistani sir any idea,
647,playstore,2022-04-17 19:15:31,MOHD EKRAM,Average,
648,playstore,2022-04-17 19:09:06,alfred colcoli,How I update my app because I can not open my app,
649,playstore,2022-04-17 18:57:42,Shami Shameen,No good,
650,playstore,2022-04-17 18:03:54,Sardar Wajahat,I am giving 5 star yap is best i got my card and in 4 5 days also my card is active i have some issue in activation but thanks to yap caustomer care service syed they solve issue and now i activate my account 22 apil 2022 still yap is best m using yap last 4 month i have no issue with yap,
651,playstore,2022-04-17 16:29:25,Danyal Rasheed,Good,
652,playstore,2022-04-17 15:57:56,Waxim Uddin,good,
653,playstore,2022-04-17 15:19:27,ilove music,Good,
654,playstore,2022-04-17 15:13:56,Joseph Blessing Fornah,Satisfied Yap is the best internet banking service provider ever existed,
655,playstore,2022-04-17 14:56:56,Asif Munwar,Good,
656,playstore,2022-04-17 06:06:03,Awais Raza,Good work,
657,playstore,2022-04-17 01:55:13,Mohammad Sharfuddin,Don t install Utter flop service Pathetic They can t resolve any issues A simple issue also takes 3 4 months to resolve Better go for LIV or CBD,
658,playstore,2022-04-16 22:57:45,Kosi makafui agbakpey,Excellent,
659,playstore,2022-04-16 19:52:39,Nsoh Gilbert Ndeh,Its terrible now my first deposit and the app not opening The app requiring update and update not working Please do fix this problem,
660,playstore,2022-04-16 19:14:33,Shumriaz Mubarak Shumriaz Mubarak,Very good,
661,playstore,2022-04-16 16:53:54,raja naveed,Exellent,
662,playstore,2022-04-16 15:19:52,Hamid Hussain,very good,
663,playstore,2022-04-16 11:29:17,Ryan Perez,If you want to be compromised your account then the YAP is the solution very bad service they activate your account instantly and after few months they will notify you that your account freeze and they will ask you all personal information and members of your family they will take all your information and for more than a months the same thing you will experience everytime you will raise a complaint to follow up and the same issue then more than a month they will hung you up and close,
664,playstore,2022-04-16 05:52:50,Hassan Raza,It very good app Very nice experience,
665,playstore,2022-04-16 05:17:04,Ad Zeen,Nicely,
666,playstore,2022-04-16 04:28:59,edgz06 Gutierrez,I cannot open my app It says need to update when I click update the same thing keep in saying pls update the app ,
667,playstore,2022-04-16 01:30:44,Noufal Noufu,,
668,playstore,2022-04-16 01:26:33,Bilawal Khan,Nice,
669,playstore,2022-04-16 01:13:41,Charlene Logronio,Good,
670,playstore,2022-04-16 00:31:21,Suleman Khan,Nice app nice staff and specially Ms Anita she is very kind active staff member All staff is good nice performance,
671,playstore,2022-04-15 20:28:51,Shah Basharat,every 2 days its asking for update sometimes not updating even at 5g speed,
672,playstore,2022-04-15 20:28:25,Hamza Mughal,Better way to a relex life,
673,playstore,2022-04-15 20:26:46,Jubran Akbar Ali,I am not sure,
674,playstore,2022-04-15 19:53:13,MARUTHU PANDIYAN,Very great services in uae every one must be use,
675,playstore,2022-04-15 19:26:21,Abood Flymaster,cant enter details in add new card in every field after the first one the keyboard wont show up,
676,playstore,2022-04-15 19:03:48,Akhter Malik,Great,
677,playstore,2022-04-15 19:01:51,Rashed Hossen,good,
678,playstore,2022-04-15 18:58:20,Moses Twinomujuni,Not sure,
679,playstore,2022-04-15 17:48:54,Pintu hussain,Is this very good,
680,playstore,2022-04-15 17:47:19,Shahid Ali,Bank account,
681,playstore,2022-04-15 17:11:49,AMJAD ALI,    ,
682,playstore,2022-04-15 17:01:46,Abhysheq Shukla,It s keep on asking to update but no update available and the app not opening,
683,playstore,2022-04-15 16:27:11,Syed Ashraf Ali 1212,Amazing,
684,playstore,2022-04-15 16:02:57,Amna Hafsa,Good one banking app its a very easy to use and nothing hide on it,
685,playstore,2022-04-15 15:43:17,Hydra Sniper,Nice,
686,playstore,2022-04-15 15:36:37,Alpha Mansaray,Am trying to open the app they are telling me to update the app I uninstall it then i downloaded it again It s saying the same thing,
687,playstore,2022-04-15 15:06:18,Jane dela Cruz,Awesome ,
688,playstore,2022-04-15 14:08:52,aseem mfb,Always asking for update even after updating same many times,
689,playstore,2022-04-15 06:19:08,Muhammad Amir,Thaks to YAP THANKS to RAK THANKS to all YAP services and RAK services worker person 15 years finished in UAE its my first choice and last choice alhamdulillah nothing any issues nothing any problems first time I realized way not before I use this service but it s ok late but great experience  God bless you,
690,playstore,2022-04-14 18:32:06,Karen Mirabete,Why cant update my app I cant open even need to update but no working What happen,
691,playstore,2022-04-14 16:57:10,BK WORLD,New emirates id is note reading,
692,playstore,2022-04-14 12:46:52,m shahid naz,Really i am very disappointed I am still waiting December 11 2021 I complained thousands of time but nobody no any humans help me jus asking sorry and ask for more waiting now finish 2 months but still waiting no activation is under process i don t know why But really i give half star rating Very bad customer care and every time speaking lier no truth,
693,playstore,2022-04-14 06:35:23,HUSNAIN NAWAZ,It s amazing app ,
694,playstore,2022-04-14 05:40:37,Ali Yaqoob,Unable to add card details of other banks for top up,
695,playstore,2022-04-14 04:34:14,Ali Shah Wafadar,Very poor application not access all Mobil version,
696,playstore,2022-04-14 03:01:24,Suleman Ali,very good,
697,playstore,2022-04-13 23:40:23,Ali Hashmi,App doesn t even start,
698,playstore,2022-04-12 21:49:29,Horla Pacific,Very discriminating App my account couldn t be created for no reason despite submitting Emirates ID Why can t you specify the nationality it is accepting I just waisted my precious data and time in creating an account on this useless App,
699,playstore,2022-04-12 19:15:28,jahangir khan,Very super bank this bank ATM card working GCC also ATM machine,
700,playstore,2022-04-12 14:45:16,Ibrahim khan,Very good app so useful,
701,playstore,2022-04-12 10:14:51,Muhammad Saghir,after receiving my card this ap is not working ,
702,playstore,2022-04-12 08:03:59,Senthil Kumar,All options easy for using customer care good response,
703,playstore,2022-04-12 06:24:19,tanveer ahmed,Great,
704,playstore,2022-04-12 05:36:04,Mubashar Haroon,Good service Send payment to others UAE Locals Banks Is very fast All that things about this app is Excellent in my Opinion,
705,playstore,2022-04-12 04:51:33,awesome_ booeii,App says to update but there is no update,
706,playstore,2022-04-12 04:29:54,SOHA SHAH,Do not apply for it they drag a simple request of cancellation for weeks and not even get back my card was used for a fraud transaction and they refused to give me the dispute form saying it s not the banks fault that you got scammed not that I want to cancel my account they don t want to do that either despite paying 105 cancellation charges the most pathetic online banking service so far I have complained at so many platform but they hardly seem to care or expedite the matter,
707,playstore,2022-04-12 03:51:40,Ali Shan,Love it,
708,playstore,2022-04-12 02:42:15,Amir Ali,Good digital banking love it easy to transfer money  1 msg for new users if they cant scan id try again and again like 5 or 6 times it will scanned finally,
709,playstore,2022-04-12 01:55:14,Saddam Hussain 90,Nice,
710,playstore,2022-04-12 01:35:18,Dhen Biolangco,Very good,
711,playstore,2022-04-12 01:18:48,Jaison Koshy,Good,
712,playstore,2022-04-12 01:13:22,STYLO SHOAIB TRAVELLING,Best service yup bank account,
713,playstore,2022-04-12 01:10:50,Naeem Khan,Good experience,
714,playstore,2022-04-12 00:51:05,Abbieseleman Xklusive,Whenever I try to open the app it says it needs update I go on Google play still I can t update the app this is annoying,
715,playstore,2022-04-12 00:48:15,Kamran butt,V bad experience 6month ago still no activate account,
716,playstore,2022-04-12 00:41:39,Samad Educators,This app is only for people based in UAE and if not one must has UAE number in order to signup this app This should be explicitly mentioned,
717,playstore,2022-04-12 00:32:08,Hafiz Sehzad,Good,
718,playstore,2022-04-12 00:17:09,Nada Group,Nice,
719,playstore,2022-04-11 23:39:03,Numan Rb,Nice,
720,playstore,2022-04-11 23:11:10,Hamza Rajput,Good,
721,playstore,2022-04-11 22:52:55,gideon sunday,Good,
722,playstore,2022-04-11 22:23:52,samson mathew,Very very very bad they are asking for proof of money credited from my friend and from my wife as well as they are asking for labour contact details also Because of this they have blocked my account I have raised a complain and given all my proof to them but still they didn t unblock my account After cummicating with the customer care for several times the only reply I got is we have fowared to the consern team Its been 15 days past please don t use it account thank god I have taken my money,
723,playstore,2022-04-11 22:12:48,Nalynne Valledor,App is updated but i still cant open it keep on saying please update your app WHAT THE EF,
724,playstore,2022-04-11 21:09:45,Bilal Ahmed,It s great facility to solve all the banking problems,
725,playstore,2022-04-11 20:16:16,Farukh Lashari,Good ,
726,playstore,2022-04-11 19:54:05,mohit kumar,Good,
727,playstore,2022-04-11 19:49:38,mera islam,Bad,
728,playstore,2022-04-11 19:31:02,new information,Don t open this app,
729,playstore,2022-04-11 19:18:59,Юрий Кривошей,Now it s getting better I hope you will reach 5 stars soon,
730,playstore,2022-04-11 18:36:38,myomyinthtun999 htun,The app is telling me to update There is no update version in play store,
731,playstore,2022-04-11 18:30:34,Gurjant Singh,I m happy plz Updated,
732,playstore,2022-04-11 18:15:57,Zahid Ali,Baz Shereen year,
733,playstore,2022-04-11 18:10:23,shankar guru,If i open my yap app it s coming update to continue but in play store it s updated already please fix this problem,
734,playstore,2022-04-11 18:06:55,Sialvi 222,Very best banking app I have been using for many days I am comfortable with online transactions,
735,playstore,2022-04-11 17:57:51,Adeel Adi,Not well,
736,playstore,2022-04-11 17:22:36,shanavas muhammed,Really worst experience Card I received within 3 days But name on card is different Today when I open the app its showing to UPDATE when I click on update its going to PLAY STORE NO PLACE TO CONTACT ALSO THANK GOD I DIDN T DEPOSIT MONEY,
737,playstore,2022-04-11 17:20:44,Candy Alajeel,Excellent,
738,playstore,2022-04-11 17:19:28,Abid Hussain,Good experience this app Abid hussain thnks yap,
739,playstore,2022-04-11 17:14:30,Zeshan Ali,Good,
740,playstore,2022-04-11 13:49:51,Hardik Patel,Worst app ever for international transfer showing in advertising that its quick but not it takes 24 hours to transfer fund Even if you talk yo customer service they also have no answers for this They are making fool of that we have not usey any other banking system If you have any emergency you will surely stuck with this app support team will tell you that ask your friends to help If i need help from my friend the Why should i use this app Not recommended at all,
